OTU,ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF100_s1_r1,ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1,ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF500_s1_r1,ARMS_BelgiumCoast_AJJCD78_20200506_20201012_MF100_s1_r1,ARMS_TZS_Angbat_20200608_20201117_MF100_ETOH_s1_r1,ARMS_TZS_Angbat_20200608_20201117_MF500_ETOH_s1_r1,ARMS_TZS_Angbat_20200608_20201117_SF40_ETOH_s1_r1,ARMS_TZS_Kummelkobben_20200608_20201120_MF100_ETOH_s1_r1,ARMS_TZS_Kummelkobben_20200608_20201120_MF500_ETOH_s1_r1,ARMS_TZS_Kummelkobben_20200608_20201120_SF40_ETOH_s1_r1,ARMS_Crete_1HERP_20200903_20210122_MF500_s1_r1,ARMS_Crete_1HERP_20200903_20210122_MF90_s1_r1,ARMS_Crete_1HERP_20200903_20210122_SF_s1_r1,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,ARMS_Getxo_G1_20200624_20201103_MF500_s1_r1,ARMS_Getxo_G1_20200624_20201103_SF40_s1_r1,ARMS_Getxo_G2_20200624_20201103_MF100_s1_r1,ARMS_Getxo_G2_20200624_20201103_SF40_s1_r1,ARMS_Getxo_G3_20200624_20201103_MF100_s1_r1,ARMS_Getxo_G3_20200624_20201103_SF40_s1_r1,Classification,TAXON:NCBI_TAX_ID
ASV_197:072d404dae47ce9ed947ae108c91ffd47e031652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocidag;Nereididae;Perinereis;Perinereis,Perinereis:6354
ASV_198:07c7d81fb7da8a8aa45c18a5c50b5cc869a3ec41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Cyclopoidag;Oithonidae;Oithona;Oithona,Oithona:136190
ASV_199:08a2ba5ca597dd7ec1a43b213772f7b7789908b7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hymenopterag;Tenthredinidae;Colochela;Colochela,Colochela:1810849
ASV_200:08f408950582cea232ac3799fc3a878d28139bc1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicalesg;Chloropicaceae;Chloroparvula;Chloroparvula,Chloroparvula:2302916
ASV_201:0a1178010c4829ead52e04c972ba189290d7b451,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosiralesg;Skeletonemataceae;Skeletonema;Skeletonema,Skeletonema:2842
ASV_202:0a71791b40131655bf03dbc3f87f930ac2ecaf4f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformesg;Gasterosteidae;Pungitius;Pungitius,Pungitius:134919
ASV_203:0ad872a7875a3e6b20d4aaa6a991ee6f8d17c330,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Orthopterag;Acrididae;Hyalopteryx;Hyalopteryx,Hyalopteryx:1634136
ASV_204:0b3ae945e63cba47ee197fd59d0b9952b026d3ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Chordata;Actinopteri;Kurtiformesg;Apogonidae;Brephamia;Brephamia,Brephamia:1431504
ASV_205:0da33f551066215aad70607bbb35d07e06e9114b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Arthropoda;Arachnida;Araneaeg;Araneidae;Metazygia;Metazygia,Metazygia:2337759
ASV_206:0ded7ebfa4b4b4254fb7d3d0e978641a83e2a52d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Chordata;Aves;Galliformesg;Phasianidae;Crossoptilon;Crossoptilon,Crossoptilon:9095
ASV_207:0e2001aea0219b1071f63c68d12c1dfef95caa79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Pyrenomonadales;Cryptophyceae,Cryptophyceae:3027
ASV_208:0e4bf7e44dd98ee01039de6f29db2ff42f9208f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Candidae;Tricellaria;Tricellaria,Tricellaria:178315
ASV_209:0f8f245e5b0e79bb205bd0b126acd7ed25d6ed9a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Discosea;Flabellinia;Dactylopodidag;Paramoebidae;Paramoeba;Paramoeba,Paramoeba:200890
ASV_210:0fa64099c78413c0355d3684de3ea10c805b65ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Eukaryota;Arthropoda;Insecta;Orthopterag;Acrididae;Yunnanacris;Yunnanacris,Yunnanacris:525571
ASV_211:0ff25fe19ddac6b49661e9429b643d2153635b3a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Eukaryota;Arthropoda;Insecta;Lepidopterag;Nymphalidae;Pedaliodes;Pedaliodes,Pedaliodes:127274
ASV_212:10033486fe902654d1384873dce543a0b9359ca3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Arthropoda;Insecta;Hymenopterag;Braconidae;Therophilus;Therophilus,Therophilus:1100665
ASV_213:100f8e2ab2f545954bff3213c8cb430a03772d93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Eukaryota;Laminariales;Phaeophyceae,Phaeophyceae:2870
ASV_214:10696121d8c9f8b9668bff838196b10eadbcab34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota;Mollusca;Gastropoda;Nudibranchiag;Eubranchidae;Eubranchus;Eubranchus,Eubranchus:71487
ASV_215:10da699fc012072b5de26d5adba410c111e3d313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Rhodophyta;Florideophyceae;Ceramialesg;Delesseriaceae;Taenioma;Taenioma,Taenioma:210851
ASV_216:1142cd4ac5f775e4ce5b665b451682075627636a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Candidae;Tricellaria;Tricellaria,Tricellaria:178315
ASV_217:11c91cca51e74d62ac5ea77eed48a810add09b71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformesg;Acanthizidae;Gerygone;Gerygone,Gerygone:117202
ASV_218:120b947d5f29d6ec39756b801428d26362e699d2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramialesg;Rhodomelaceae;Dipterosiphonia;Dipterosiphonia,Dipterosiphonia:2007207
ASV_219:1295c70991539305464353a942232a529e956221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Laminariales;Phaeophyceae,Phaeophyceae:2870
ASV_220:1316b0954e28c90b4927ec747d22c53f786d0fba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosiralesg;Thalassiosiraceae;Thalassiosira;Thalassiosira,Thalassiosira:35127
ASV_221:14d538570d60e33f4387814a8681dfe6ba9cdf4d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Carnivorag;Felidae;Prionailurus;Prionailurus,Prionailurus:37028
ASV_222:1503437c47c45cd9bc27f4d79f6983497d2a7447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Arthropoda;Insecta;Blattodeag;Kalotermitidae;Incisitermes;Incisitermes,Incisitermes:46565
ASV_223:1521fc5f4f401afb4618cc19e5f5488b0f72cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Candidae;Tricellaria;Tricellaria,Tricellaria:178315
ASV_224:160e5c4135405570849ca7a11c7a34c917a352b6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Dipterag;Chironomidae;Chironomus;Chironomus,Chironomus:72537
ASV_225:16e76241c6cc4c0cd8f1f2332884ef2cf8bc2267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocidag;Hesionidae;Nereimyra;Nereimyra,Nereimyra:222005
ASV_226:16ebd870e55182245f48c4b3f11da60161f318cd,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Harpacticoidag;Miraciidae;Sarsamphiascus;Sarsamphiascus,Sarsamphiascus:2172757
ASV_227:17d4b3938a0a9388559d729f46a11272f6113ad9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Chlorophyta;Chlorophyceae;Sphaeroplealesg;Rotundellaceae;Rotundella;Rotundella,Rotundella:1656252
ASV_228:18afd49b5897a22f254c4a0012636b0f2cc262a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Laminariales;Phaeophyceae,Phaeophyceae:2870
ASV_229:1960e3a7fa120baec9bf4841e77e1bda0f734f7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Sessiliag;Balanidae;Balanus;Balanus,Balanus:6677
ASV_230:19b5c3da3b2180f4ebedc67556082b07185004f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Eukaryota;Chordata;Ascidiacea;Stolidobranchiag;Styelidae;Botrylloides;Botrylloides,Botrylloides:62806
ASV_231:1abd82d79a18fc973bda38d5a5507fe4b85297ac,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Laminariales;Phaeophyceae,Phaeophyceae:2870
ASV_232:1bf2f0380f5e8d344f8536f3777ede076d82386d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Rotifera;Monogononta;Ploimag;Asplanchnidae;Asplanchna;Asplanchna,Asplanchna:84396
ASV_233:1c425705368b02f2ee0b0edce0d54e68f414fcab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosiralesg;Thalassiosiraceae;Thalassiosira;Thalassiosira,Thalassiosira:35127
ASV_234:1d51a5d76491e0367bd1675642fe37e63e537d20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Chlorophyta;Trebouxiophyceae;Coccomyxag;Coccomyxa;Coccomyxa;Coccomyxa,Coccomyxa:41891\n320428
ASV_235:1e3b3c31cc02049e96bdcffe839e4f91aef5e8e0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramialesg;Rhodomelaceae;Osmundaria;Osmundaria,Osmundaria:155555
ASV_236:1f516fa55ea741354c95c2d01c6ceaba4d0ce8f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Rhizosolenialesg;Rhizosoleniaceae;Rhizosolenia;Rhizosolenia,Rhizosolenia:3004
ASV_237:1f558344d442e76059ad2cf7d50d73b50cb3b590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Chordata;Ascidiacea;Phlebobranchiag;Ascidiidae;Ascidiella;Ascidiella,Ascidiella:201960
ASV_238:20c01b09edeaf8cca5b318952cd63ee019d540e9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetalesg;Saccharomycetaceae;Nakaseomyces;Nakaseomyces,Nakaseomyces:374468
ASV_239:20f1cad6c2a160ad2a68320583d1dd3342761e20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota;Arthropoda;Arachnida;Araneaeg;Agelenidae;Spiricoelotes;Spiricoelotes,Spiricoelotes:1816099
ASV_240:2182e50c981214948a4a93fa386948ebd608afaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Bugulidae;Bugula;Bugula,Bugula:10211
ASV_241:218d1dff7e04f725cf24315dce30e74b7c817eca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Candidae;Tricellaria;Tricellaria,Tricellaria:178315
ASV_242:225b3731c5385f660be0034ceb2ecaad68892da7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidalesg;Codiaceae;Codium;Codium,Codium:3132
ASV_243:228f949edbb3c73c1af29bf935c668b85d02bf53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Cryptosulidae;Cryptosula;Cryptosula,Cryptosula:558754
ASV_244:2459f732f8586ab5c7b8f73ff9681d84791036dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Eukaryota;Arthropoda;Hexanauplia;Sessiliag;Balanidae;Perforatus;Perforatus,Perforatus:1562160
ASV_245:2560d88beda64feca645601202731e6d568bb9b2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Sessiliag;Balanidae;Balanus;Balanus,Balanus:6677
ASV_246:25c73f18bbe9e1865e9d9d710e5f68b5eade29e3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Chordata;Ascidiacea;Aplousobranchiag;Diazonidae;Rhopalaea;Rhopalaea,Rhopalaea:641103
ASV_247:26ef0532b64a740dd7893c18149339d7cd80ccb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellalesg;Chlorellaceae;Micractinium;Micractinium,Micractinium:126838
ASV_248:272f3fbc3a079c20d58387d9d5de7fe2bbbb2b20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Discosea;Flabellinia;Dactylopodidag;Paramoebidae;Korotnevella;Korotnevella,Korotnevella:200888
ASV_249:28b6aecbbcb70434a361493707b3efd48641efa2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosiralesg;Thalassiosiraceae;Thalassiosira;Thalassiosira,Thalassiosira:35127
ASV_250:2951047ba0326a6df587a0ee784095bfd7827359,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Dipterag;Chironomidae;Tanytarsus;Tanytarsus,Tanytarsus:288802
ASV_251:29e0ea60b9bd5a7cff9faaaf1f88348c4bc69b80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Gloeochaetales;Glaucocystophyceae,Glaucocystophyceae:38254
ASV_252:2a564848a4671ba9a25d8a3c18436dfdd7c781bd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Saprolegniales;Oomycota,Oomycota:4762
ASV_253:2a88600f3ca32f38e1f071ebfc5400e2f4db3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Chlorophyta;Mamiellophyceae;Dolichomastigalesg;Dolichomastigaceae;Dolichomastix;Dolichomastix,Dolichomastix:195968\n216139
ASV_254:2c2f4852d6b14b6ca4ae739542438dead8ca9a35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Gracilarialesg;Gracilariaceae;Gracilaria;Gracilaria,Gracilaria:2774
ASV_255:2c8d52aedb27bd57b0140c23ae2546ca5baa534a,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Eukaryota;Chordata;Actinopteri;Pleuronectiformesg;Rhombosoleidae;Colistium;Colistium,Colistium:1156757
ASV_256:2cc425780a189eac3ba8ea89b447ad289776d066,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Dipterag;Limoniidae;Rhipidia;Rhipidia,Rhipidia:1692484
ASV_257:2cd568036e00f6b1f03077a44ad4468f975f162d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Mollusca;Cephalopoda;Sepiidag;Sepiolidae;Semirossia;Semirossia,Semirossia:255024
ASV_258:2d0a20e1f9d99e926d4c4411dbafb2e986f9e82c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Diplopoda;Chordeumatidag;Attemsiidae;Syngonopodium;Syngonopodium,Syngonopodium:1569533
ASV_259:2de5072805d8e78cd660f36a50d20ddb10c6b9ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetalesg;Saccharomycetaceae;Nakaseomyces;Nakaseomyces,Nakaseomyces:374468
ASV_260:2df0a343f2b055b1b5d30ff740ec3b2ff4e21ed2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Streptophyta;Bryopsida;Grimmialesg;Grimmiaceae;Frisvollia;Frisvollia,Frisvollia:2138141
ASV_261:2ef1eacfd0c50e3784fe9df6194c839b3c4af245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosiralesg;Thalassiosiraceae;Thalassiosira;Thalassiosira,Thalassiosira:35127
ASV_262:2f3269def05e966dd8e12a12906eeba01ae50b63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Arthropoda;Insecta;Coleopterag;Lucanidae;Lucanus;Lucanus,Lucanus:41108
ASV_263:2f86a82dd94e7dff051040f268f805d79b96d6ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Candidae;Tricellaria;Tricellaria,Tricellaria:178315
ASV_264:31177abb1766b3581454ae3f8c1ee02d7cd6cd51,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosiralesg;Skeletonemataceae;Skeletonema;Skeletonema,Skeletonema:2842
ASV_265:31c8432e7b4ddc835c664c805743a715387223a4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Cnidaria;Anthozoa;Relicanthidaeg;Relicanthidae;Relicanthus;Relicanthus,Relicanthus:1499621
ASV_266:31e48614b1112720573c56bb65710f1aff6fe19a,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Sabellidag;Sabellidae;Amphiglena;Amphiglena,Amphiglena:104682
ASV_267:32951baa217d41b0606f6658ac18c8a401c73164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosiralesg;Thalassiosiraceae;Thalassiosira;Thalassiosira,Thalassiosira:35127
ASV_268:32a03820cbc527e815ae34d449b95e89b8650dbb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Thraustochytrida;Bigyra,Bigyra:2683628
ASV_269:32a6bd58bd15ef2f00e53268c6f4daa6a1f0a469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Ciliophora;Colpodea;Colpodidag;Marynidae;Maryna;Maryna,Maryna:638344
ASV_270:335098d6cf8140ac4df70a0e3579fcd5772b4f79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hemipterag;Cicadidae;Mogannia;Mogannia,Mogannia:130539
ASV_271:34229ae3a5cec91dbb4cae3c5f570549e8475585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetalesg;Saccharomycetaceae;Nakaseomyces;Nakaseomyces,Nakaseomyces:374468
ASV_272:345136d94c3ba831c5b227aa10ea30ed61b1499d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicalesg;Chloropicaceae;Chloropicon;Chloropicon,Chloropicon:2302914
ASV_273:3483616e4590d8ce9653da0a15b23b0f6b7bb1af,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicalesg;Chloropicaceae;Chloroparvula;Chloroparvula,Chloroparvula:2302916
ASV_274:3484c4d761dbc2710d4f42f7ecb3b96e8103d500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Peronosporales;Oomycota,Oomycota:4762
ASV_275:354f64668bb9792c1b2a18b05bde430b90c16bb4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobidag;Histionidae;Histiona;Histiona,Histiona:392299
ASV_276:36061e8969306e221cef626a0a35d6636249b625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Bugulidae;Bugula;Bugula,Bugula:10211
ASV_277:363008d10840fb02e1b436cef53586def546d1cd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillarialesg;Bacillariaceae;Nitzschia;Nitzschia,Nitzschia:2857\n651811
ASV_278:36fdf09f1c24a6f19b776d56a2f49400d9ecb6ad,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Neuropterag;Osmylidae;Thaumatosmylus;Thaumatosmylus,Thaumatosmylus:1935915
ASV_279:370b4eaf6354efe97bb485897d979bc6434b29fa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Narcomedusaeg;Tetraplatiidae;Tetraplatia;Tetraplatia,Tetraplatia:329738
ASV_280:37f1383ca5e1f70aaa08554fbf32ae4ad0753e94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformesg;Ptilonorhynchidae;Prionodura;Prionodura,Prionodura:34934
ASV_281:37f1add3c4b8eac97d4a6452ea559e5eeef3fe72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Porifera;Demospongiae;Axinellidag;Axinellidae;Axinella;Axinella,Axinella:12958
ASV_282:3b558bf437665a977861dd558431d10f7160e375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Candidae;Tricellaria;Tricellaria,Tricellaria:178315
ASV_283:3b7d93694e3d5cefd920fa0338400f28fe26795a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Palpitomonas;Palpitomonas;Palpitomonasg;Palpitomonas;Palpitomonas;Palpitomonas,Palpitomonas:759891
ASV_284:3b8dc4d74f56964b2f20c6b5d74547f9b58020d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Watersiporidae;Watersipora;Watersipora,Watersipora:193289
ASV_285:3bb98974dcf8cd23de104f7398070e6053af88b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Mollusca;Gastropoda;Stylommatophorag;Microcystidae;Lamprocystis;Lamprocystis,Lamprocystis:53452\n424207
ASV_286:3bedc65081c270d66d7adff61101edc7dc88f704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Watersiporidae;Watersipora;Watersipora,Watersipora:193289
ASV_287:3d0b00c2058caa7a05605b5986ff49c799f52636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Platyhelminthes;Monogenea;Gyrodactylideag;Gyrodactylidae;Paragyrodactylus;Paragyrodactylus,Paragyrodactylus:1415178
ASV_288:3d9769e477e1496b8720a72d6f9a573c6e763bfd,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramialesg;Rhodomelaceae;Laurencia;Laurencia,Laurencia:99900
ASV_289:3dbfd19e3ac9f57b73a1b8a4c88ed259b439e56e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Mediophyceae;Triceratialesg;Plagiogrammaceae;Psammoneis;Psammoneis,Psammoneis:568902
ASV_290:3dc8111fa642feab6de9ccde4d830eebea94fb3c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosiralesg;Thalassiosiraceae;Thalassiosira;Thalassiosira,Thalassiosira:35127
ASV_291:3ed717aeed1717bd2fcd1d1900ab36549f0a4a31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculalesg;Pleurosigmataceae;Pleurosigma;Pleurosigma,Pleurosigma:197752
ASV_292:3ee03033030c7c12c79e00a37494667239552323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Mollusca;Gastropoda;Cycloneritidag;Neritidae;Theodoxus;Theodoxus,Theodoxus:55033
ASV_293:3ee851f863c9b561cadc0925c8e6583809b90c62,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,Eukaryota;Parmales;Bolidophyceae;Parmalesg;Triparmaceae;Triparma;Triparma,Triparma:722752
ASV_294:3ffe37e6ec92b682153e2a0125faa50113d39a2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Bugulidae;Bugula;Bugula,Bugula:10211
ASV_295:400196770d94a4d9b672b83181ecab01c009eade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Ascomycota;Lecanoromycetes;Lecanoralesg;Ramalinaceae;Ramalina;Ramalina,Ramalina:56479
