"","ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF100_s1_r1","ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF500_s1_r1","ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1","ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF500_s1_r1","ARMS_BelgiumCoast_AJJCD78_20200506_20201012_MF100_s1_r1","ARMS_TZS_Angbat_20200608_20201117_MF100_ETOH_s1_r1","ARMS_TZS_Angbat_20200608_20201117_MF500_ETOH_s1_r1","ARMS_TZS_Angbat_20200608_20201117_SF40_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_MF100_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_MF500_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_SF40_ETOH_s1_r1","ARMS_Crete_1HERP_20200903_20210122_MF500_s1_r1","ARMS_Crete_1HERP_20200903_20210122_MF90_s1_r1","ARMS_Crete_1HERP_20200903_20210122_SF_s1_r1","ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G1_20200624_20201103_MF500_s1_r1","ARMS_Getxo_G1_20200624_20201103_SF40_s1_r1","ARMS_Getxo_G2_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G2_20200624_20201103_SF40_s1_r1","ARMS_Getxo_G3_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G3_20200624_20201103_SF40_s1_r1","Classification","TAXON.NCBI_TAX_ID"
"Otu308",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Cladophorales;Cladophorales (order);X (Cladophorales (order));Cladophora;Cladophora (species)","Cladophora:34125"
"Otu116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,7,0,3,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Hydroides;Hydroides (strain);trivesiculosus","Hydroides:216497"
"Otu117",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Echinodermata;Echinodermata (class);X (Echinodermata (class));Unknown X (Echinodermata (class)) family 1","Echinodermata:7586"
"Otu114",0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Entoprocta;Entoprocta (class);X (Entoprocta (class));Entoprocta (X (Entoprocta (class)));XX (Entoprocta (X (Entoprocta (class))))","Entoprocta:43120"
"Otu115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;Porosporidae (family);X (Porosporidae (family));Porosporidae (X (Porosporidae (family)));X (Porosporidae (X (Porosporidae (family))));sp. (X (Porosporidae (X (Porosporidae (family)))))","Porosporidae:947094"
"Otu112",0,0,0,0,0,0,0,21,18,0,0,0,0,0,0,0,5,0,1,0,2,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Vaginicolidae;Vaginicola;Vaginicola (genus);sp. (Vaginicola (genus))","Vaginicola:168253"
"Otu110",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea","Chromadorea:119089"
"Otu111",16,0,2,14,7,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Streptophyta;Embryophyceae;Embryophyceae (class);X (Embryophyceae (class));Embryophyceae (X (Embryophyceae (class)));XX (Embryophyceae (X (Embryophyceae (class))))","Streptophyta:35493"
"Otu118",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4 (family);X (Dino-Group-I-Clade-4 (family));Dino-Group-I-Clade-4 (X (Dino-Group-I-Clade-4 (family)));X (Dino-Group-I-Clade-4 (X (Dino-Group-I-Clade-4 (family))));sp. (X (Dino-Group-I-Clade-4 (X (Dino-Group-I-Clade-4 (family)))))","Syndiniales:88547"
"Otu119",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Prasinodermophyta;Prasinodermophyceae;Prasinodermales;Prasinodermaceae;Prasinoderma;Unknown Prasinoderma genus 1","Prasinoderma:156132"
"Otu286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon (genus)","Chloropicon:2302914"
"Otu287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Tardigrada;Tardigrada (class);X (Tardigrada (class));Tardigrada (X (Tardigrada (class)));XX (Tardigrada (X (Tardigrada (class))));Tardigrada (XX (Tardigrada (X (Tardigrada (class)))));XXX (Tardigrada (XX (Tardigrada (X (Tardigrada (class))))));Tardigrada (XXX (Tardigrada (XX (Tardigrada (X (Tardigrada (class)))))));XXX (Tardigrada (XXX (Tardigrada (XX (Tardigrada (X (Tardigrada (class))))))));sp. (XXX (Tardigrada (XXX (Tardigrada (XX (Tardigrada (X (Tardigrada (class)))))))))","Tardigrada:42241"
"Otu285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae","Bacillariophyta:2836"
"Otu282",0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate;Lemnicola;Lemnicola (species);hungarica (Lemnicola (species))","Lemnicola:1003070"
"Otu281",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae (class);X (Chrysophyceae (class));Chrysophyceae (X (Chrysophyceae (class)));Clade-C;Chrysophyceae (Clade-C);Clade-C (Chrysophyceae (Clade-C));X (Clade-C (Chrysophyceae (Clade-C)));Chrysophyceae (X (Clade-C (Chrysophyceae (Clade-C))));Clade-C (Chrysophyceae (X (Clade-C (Chrysophyceae (Clade-C)))));X (Clade-C (Chrysophyceae (X (Clade-C (Chrysophyceae (Clade-C))))));sp. (X (Clade-C (Chrysophyceae (X (Clade-C (Chrysophyceae (Clade-C)))))))","Chrysophyceae:2825"
"Otu288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Suctoria (order);X (Suctoria (order));Suctoria (X (Suctoria (order)));XX (Suctoria (X (Suctoria (order))));Suctoria (XX (Suctoria (X (Suctoria (order)))));XX (Suctoria (XX (Suctoria (X (Suctoria (order))))));sp. (XX (Suctoria (XX (Suctoria (X (Suctoria (order)))))))","Suctoria:39462"
"Otu289",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda","Crustacea:6657"
"Otu38",106,21,0,0,0,0,0,15,60,0,0,0,0,1,10,0,28,1,0,0,2,"Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium (genus);fusiforme","Gyrodinium:60594"
"Otu39",0,0,0,0,0,0,0,89,40,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;Bryozoa (class);X (Bryozoa (class));Unknown X (Bryozoa (class)) family 1","Bryozoa:10205"
"Otu36",0,0,0,0,0,0,0,102,27,0,0,0,0,0,1,0,8,0,2,0,3,"Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia","Hypotrichia:5934"
"Otu37",0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Aeolosoma;Aeolosoma (strain);sp. (Aeolosoma (strain))","Aeolosoma:55816"
"Otu34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,112,0,1,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Prolecithophora;Cylindrostoma;Cylindrostoma (genus);Unknown Cylindrostoma (genus) species 1","Cylindrostoma:79791"
"Otu35",0,0,0,0,0,0,0,4,109,0,0,0,0,0,0,0,5,0,1,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea (order);X (Chromadorea (order));Chromadorina;Chromadorina (species);bioculata (Chromadorina (species))","Chromadorina:320052"
"Otu33",0,16,0,0,42,2,0,3,0,0,0,0,0,0,0,0,134,0,2,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi","Fungi:4751"
"Otu30",0,0,0,0,0,0,0,1,151,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca","Malacostraca:6681"
"Otu31",0,0,3,39,0,0,0,5,45,0,0,0,0,0,9,0,211,1,17,0,23,"Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria (class);X (Cnidaria (class));Hydrozoa","Hydrozoa:6074"
"Otu163",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulomycetes (class);X (Labyrinthulomycetes (class));Unknown X (Labyrinthulomycetes (class)) family 1","Labyrinthulomycetes:35131"
"Otu162",0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1,9,0,12,0,15,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Unknown X (Annelida (class)) family 2","Annelida:6340"
"Otu161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,15,"Main genome;Eukaryota;Opisthokonta;Metazoa","Metazoa:33208"
"Otu160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,"Main genome;Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadophyceae;Pseudoscourfieldiales;Pycnococcaceae","Pycnococcaceae:41878"
"Otu167",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Sessilida","Sessilida:1974272"
"Otu165",0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Branchiomma;Branchiomma (strain);sp. (Branchiomma (strain))","Branchiomma:431177"
"Otu164",0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae","Lecudinidae:158377"
"Otu169",0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;Urostylidae;Uroleptus;Unknown Uroleptus genus 1","Uroleptus:57512"
"Otu263",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda","Crustacea:6657"
"Otu83",18,36,0,10,0,7,2,0,2,0,0,8,0,0,0,0,12,0,1,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda","Crustacea:6657"
"Otu82",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae","Bacillariophyta:2836"
"Otu80",0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina (order);X (Cryptomycotina (order));Cryptomycotina (X (Cryptomycotina (order)));XX (Cryptomycotina (X (Cryptomycotina (order))));Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))));XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order))))));sp. (XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))))))","Cryptomycota:1031332"
"Otu87",18,2,3,0,23,20,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes","Exobasidiomycetes:452283"
"Otu86",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;Porosporidae (family);X (Porosporidae (family));Porosporidae (X (Porosporidae (family)));X (Porosporidae (X (Porosporidae (family))));sp. (X (Porosporidae (X (Porosporidae (family)))))","Porosporidae:947094"
"Otu85",0,0,0,24,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota (class);X (Oomycota (class));Oomycota (X (Oomycota (class)));XX (Oomycota (X (Oomycota (class))));Oomycota (XX (Oomycota (X (Oomycota (class)))));XXX (Oomycota (XX (Oomycota (X (Oomycota (class))))));Oomycota (XXX (Oomycota (XX (Oomycota (X (Oomycota (class)))))));XXX (Oomycota (XXX (Oomycota (XX (Oomycota (X (Oomycota (class))))))));sp. (XXX (Oomycota (XXX (Oomycota (XX (Oomycota (X (Oomycota (class)))))))))","Oomycota:4762"
"Otu84",0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;Unknown Eimeriida order 1","Apicomplexa:5794"
"Otu89",2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales","Saccharomycetales:4892"
"Otu426",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda (family);X (Maxillopoda (family));Maxillopoda (X (Maxillopoda (family)));X (Maxillopoda (X (Maxillopoda (family))));sp. (X (Maxillopoda (X (Maxillopoda (family)))))","Crustacea:6657"
"Otu427",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;Porosporidae (family);X (Porosporidae (family));Porosporidae (X (Porosporidae (family)));X (Porosporidae (X (Porosporidae (family))));sp. (X (Porosporidae (X (Porosporidae (family)))))","Porosporidae:947094"
"Otu424",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Phagomyxida;Phagomyxidae;Unknown Phagomyxidae family 2","Phagomyxida:2779610"
"Otu500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda","Crustacea:6657"
"Otu503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Prolecithophora;Unknown Prolecithophora family 2","Prolecithophora:79788"
"Otu425",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))))","Annelida:6340"
"Otu505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Main genome;Eukaryota;Opisthokonta;Metazoa;Entoprocta;Entoprocta (class);X (Entoprocta (class));Entoprocta (X (Entoprocta (class)));XX (Entoprocta (X (Entoprocta (class))));Loxosomella;Loxosomella (strain);sp. (Loxosomella (strain))","Loxosomella:231595"
"Otu504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Main genome;Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Acanthoecidae;Group (Acanthoecidae);G;Acanthoeca;Acanthoeca (strain);spectabilis (Acanthoeca (strain))","Acanthoeca:81532"
"Otu506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Mediofusata;Unknown Mediofusata family 1","Mediofusata:166233"
"Otu509",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida","Euglyphida:178369"
"Otu422",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Radial-centric-basal-Coscinodiscophyceae;Radial-centric-basal-Coscinodiscophyceae (genus);X (Radial-centric-basal-Coscinodiscophyceae (genus));Radial-centric-basal-Coscinodiscophyceae (X (Radial-centric-basal-Coscinodiscophyceae (genus)));X (Radial-centric-basal-Coscinodiscophyceae (X (Radial-centric-basal-Coscinodiscophyceae (genus))));sp. (X (Radial-centric-basal-Coscinodiscophyceae (X (Radial-centric-basal-Coscinodiscophyceae (genus)))))","Bacillariophyta:2836"
"Otu423",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Radial-centric-basal-Coscinodiscophyceae;Radial-centric-basal-Coscinodiscophyceae (genus);X (Radial-centric-basal-Coscinodiscophyceae (genus));Radial-centric-basal-Coscinodiscophyceae (X (Radial-centric-basal-Coscinodiscophyceae (genus)));X (Radial-centric-basal-Coscinodiscophyceae (X (Radial-centric-basal-Coscinodiscophyceae (genus))));sp. (X (Radial-centric-basal-Coscinodiscophyceae (X (Radial-centric-basal-Coscinodiscophyceae (genus)))))","Bacillariophyta:2836"
"Otu420",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Itunella;Unknown Itunella genus 1","Itunella:512229"
"Otu421",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae;Chaetoceros;Unknown Chaetoceros species 1","Chaetoceros:49237"
"Otu480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota (class);X (Oomycota (class));Haliphthorales;Haliphthorales (genus);X (Haliphthorales (genus));Haliphthorales (X (Haliphthorales (genus)));X (Haliphthorales (X (Haliphthorales (genus))));sp. (X (Haliphthorales (X (Haliphthorales (genus)))))","Oomycota:4762"
"Otu481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Sagenista;MAST-6;MAST-6 (class);X (MAST-6 (class));MAST-6 (X (MAST-6 (class)));XX (MAST-6 (X (MAST-6 (class))));MAST-6 (XX (MAST-6 (X (MAST-6 (class)))));XXX (MAST-6 (XX (MAST-6 (X (MAST-6 (class))))));MAST-6 (XXX (MAST-6 (XX (MAST-6 (X (MAST-6 (class)))))));XXX (MAST-6 (XXX (MAST-6 (XX (MAST-6 (X (MAST-6 (class))))))));sp. (XXX (MAST-6 (XXX (MAST-6 (XX (MAST-6 (X (MAST-6 (class)))))))))","Sagenista:421189"
"Otu482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina (order);X (Cryptomycotina (order));Cryptomycotina (X (Cryptomycotina (order)));XX (Cryptomycotina (X (Cryptomycotina (order))));Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))));XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order))))));sp. (XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))))))","Cryptomycota:1031332"
"Otu483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia","Heteroconchia:6599"
"Otu484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate;Psammodictyon;Unknown Psammodictyon species 1","Psammodictyon:265580"
"Otu339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paramenophia;Paramenophia (genus);Unknown Paramenophia (genus) species 1","Paramenophia:512235"
"Otu336",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Unknown Maxillopoda family 6","Crustacea:6657"
"Otu337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Lipomycetaceae","Lipomycetaceae:29827"
"Otu334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Urochordata (class);X (Urochordata (class));Ascidiacea","Ascidiacea:7713"
"Otu335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate;Amphora;Amphora (species);Unknown Amphora (species) strain 1","Amphora:59796"
"Otu332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"Main genome;Eukaryota;Amoebozoa;Breviatea;Breviatea (phylum);X (Breviatea (phylum));Breviatea (X (Breviatea (phylum)));XX (Breviatea (X (Breviatea (phylum))));Subulatomonas-lineage;Subulatomonas-lineage (species);X (Subulatomonas-lineage (species));Subulatomonas-lineage (X (Subulatomonas-lineage (species)));X (Subulatomonas-lineage (X (Subulatomonas-lineage (species))));sp. (X (Subulatomonas-lineage (X (Subulatomonas-lineage (species)))))","Breviatea:1401294"
"Otu333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Unknown Maxillopoda family 5","Crustacea:6657"
"Otu330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Raphidophyceae;Raphidophyceae (class);X (Raphidophyceae (class));Raphidophyceae (X (Raphidophyceae (class)));XX (Raphidophyceae (X (Raphidophyceae (class))));Heterosigma;Heterosigma (strain);akashiwo","Heterosigma:2828"
"Otu331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Unknown Turbellaria order 2","Turbellaria:166384"
"Otu349",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Brachiopoda;Brachiopoda (class);X (Brachiopoda (class));Brachiopoda (X (Brachiopoda (class)));XX (Brachiopoda (X (Brachiopoda (class))))","Brachiopoda:7568"
"Otu348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Polydora;Polydora (strain)","Polydora:46600\n1227177"
"Otu439",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Unknown Turbellaria order 3","Turbellaria:166384"
"Otu438",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina (order);X (Cryptomycotina (order));Cryptomycotina (X (Cryptomycotina (order)));XX (Cryptomycotina (X (Cryptomycotina (order))));Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))));XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order))))));sp. (XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))))))","Cryptomycota:1031332"
"Otu343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;op14-lineage;op14-lineage (family);X (op14-lineage (family));op14-lineage (X (op14-lineage (family)));X (op14-lineage (X (op14-lineage (family))));sp. (X (op14-lineage (X (op14-lineage (family)))))","Vampyrellida:1367446"
"Otu342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Zoothamniidae;Unknown Zoothamniidae family 1","Zoothamniidae:168255"
"Otu341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Urochordata (class);X (Urochordata (class));Ascidiacea;Unknown Ascidiacea genus 1","Ascidiacea:7713"
"Otu340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Unknown Crustacea order 3","Crustacea:6657"
